Name,Code,label
LG씨엔에스,064400,KOSPI
LG생활건강,051900,KOSPI
TIGER CD금리투자KIS(합성),357870,KOSPI
NH투자증권,005940,KOSPI
오리온,271560,KOSPI
삼성카드,029780,KOSPI
한국타이어앤테크놀로지,161390,KOSPI
효성중공업,298040,KOSPI
한국금융지주,071050,KOSPI
TIGER 미국나스닥100,133690,KOSPI
삼성증권,016360,KOSPI
현대건설,000720,KOSPI
두산밥캣,241560,KOSPI
넷마블,251270,KOSPI
LS,006260,KOSPI
KODEX 미국S&P500,379800,KOSPI
LG디스플레이,034220,KOSPI
카카오페이,377300,KOSPI
한화,000880,KOSPI
삼성E&A,028050,KOSPI
에이피알,278470,KOSPI
KODEX KOFR금리액티브(합성),423160,KOSPI
CJ,001040,KOSPI
CJ제일제당,097950,KOSPI
SKC,011790,KOSPI
포스코DX,022100,KOSPI
에코프로머티,450080,KOSPI
GS,078930,KOSPI
현대오토에버,307950,KOSPI
현대차우,005385,KOSPI
강원랜드,035250,KOSPI
한국가스공사,036460,KOSPI
한미약품,128940,KOSPI
키움증권,039490,KOSPI
JB금융지주,175330,KOSPI
BNK금융지주,138930,KOSPI
금호석유화학,011780,KOSPI
현대제철,004020,KOSPI
LG이노텍,011070,KOSPI
KODEX 종합채권(AA-이상)액티브,273130,KOSPI
시프트업,462870,KOSPI
엔씨소프트,036570,KOSPI
SK바이오사이언스,302440,KOSPI
한화비전,489790,KOSPI
두산로보틱스,454910,KOSPI
현대엘리베이터,017800,KOSPI
TIGER 미국테크TOP10 INDXX,381170,KOSPI
TIGER KOFR금리액티브(합성),449170,KOSPI
이수페타시스,007660,KOSPI
RISE 머니마켓액티브,455890,KOSPI
롯데케미칼,011170,KOSPI
F&F,383220,KOSPI
한화엔진,082740,KOSPI
동서,026960,KOSPI
농심,004370,KOSPI
이마트,139480,KOSPI
서울보증보험,031210,KOSPI
롯데지주,004990,KOSPI
에스원,012750,KOSPI
KODEX 레버리지,122630,KOSPI
KODEX 미국나스닥100,379810,KOSPI
TIGER 200,102110,KOSPI
KCC,002380,KOSPI
한전기술,052690,KOSPI
한화생명,088350,KOSPI
KODEX 200TR,278530,KOSPI
한온시스템,018880,KOSPI
미스토홀딩스,081660,KOSPI
TIGER 미국필라델피아반도체나스닥,381180,KOSPI
엘앤에프,066970,KOSPI
코스맥스,192820,KOSPI
대한전선,001440,KOSPI
SK가스,018670,KOSPI
제일기획,030000,KOSPI
KODEX CD1년금리플러스액티브(합성),481050,KOSPI
ACE 미국30년국채액티브(H),453850,KOSPI
영원무역,111770,KOSPI
롯데쇼핑,023530,KOSPI
한미사이언스,008930,KOSPI
TIGER MSCI Korea TR,310970,KOSPI
한국콜마,161890,KOSPI
아시아나항공,020560,KOSPI
ACE 미국S&P500,360200,KOSPI
TIGER 미국배당다우존스,458730,KOSPI
현대해상,001450,KOSPI
CJ대한통운,000120,KOSPI
한전KPS,051600,KOSPI
아모레퍼시픽홀딩스,002790,KOSPI
더존비즈온,012510,KOSPI
팬오션,028670,KOSPI
씨에스윈드,112610,KOSPI
KODEX 코스닥150레버리지,233740,KOSPI
산일전기,062040,KOSPI
BGF리테일,282330,KOSPI
풍산,103140,KOSPI
iM금융지주,139130,KOSPI
호텔신라,008770,KOSPI
HL만도,204320,KOSPI
동원산업,006040,KOSPI
DB하이텍,000990,KOSPI
TIGER 차이나전기차SOLACTIVE,371460,KOSPI
DL이앤씨,375500,KOSPI
HDC현대산업개발,294870,KOSPI
대웅제약,069620,KOSPI
HD현대인프라코어,042670,KOSPI
TIGER 25-10 회사채(A+이상)액티브,453540,KOSPI
신영증권,001720,KOSPI
오뚜기,007310,KOSPI
SK아이이테크놀로지,361610,KOSPI
신세계,004170,KOSPI
코리안리,003690,KOSPI
KODEX 단기채권PLUS,214980,KOSPI
GS건설,006360,KOSPI
에스엘,005850,KOSPI
ACE 미국나스닥100,367380,KOSPI
대우건설,047040,KOSPI
RISE 종합채권(A-이상)액티브,385540,KOSPI
한국앤컴퍼니,000240,KOSPI
현대백화점,069960,KOSPI
HD현대마린엔진,071970,KOSPI
녹십자,006280,KOSPI
한올바이오파마,009420,KOSPI
금호타이어,073240,KOSPI
SK리츠,395400,KOSPI
일진전기,103590,KOSPI
하이트진로,000080,KOSPI
영원무역홀딩스,009970,KOSPI
ACE KRX금현물,411060,KOSPI
메리츠 KIS CD금리투자 ETN,610063,KOSPI
한솔케미칼,014680,KOSPI
KODEX 코스닥150,229200,KOSPI
TIGER 미국30년국채커버드콜액티브(H),476550,KOSPI
OCI홀딩스,010060,KOSPI
이수스페셜티케미컬,457190,KOSPI
HD현대건설기계,267270,KOSPI
더블유게임즈,192080,KOSPI
오리온홀딩스,001800,KOSPI
한일시멘트,300720,KOSPI
SNT다이내믹스,003570,KOSPI
RISE 200,148020,KOSPI
DN오토모티브,007340,KOSPI
TIGER 25-12 금융채(AA-이상),494900,KOSPI
코스모신소재,005070,KOSPI
현대위아,011210,KOSPI
GS리테일,007070,KOSPI
롯데에너지머티리얼즈,020150,KOSPI
KODEX 200선물인버스2X,252670,KOSPI
HDC,012630,KOSPI
대웅,003090,KOSPI
파라다이스,034230,KOSPI
에스디바이오센서,137310,KOSPI
경동나비엔,009450,KOSPI
롯데렌탈,089860,KOSPI
KODEX 삼성그룹,102780,KOSPI
롯데웰푸드,280360,KOSPI
한국카본,017960,KOSPI
종근당,185750,KOSPI
RISE CD금리액티브(합성),477080,KOSPI
ACE 테슬라밸류체인액티브,457480,KOSPI
두산퓨얼셀,336260,KOSPI
가온전선,000500,KOSPI
롯데리츠,330590,KOSPI
STX엔진,077970,KOSPI
LX인터내셔널,001120,KOSPI
효성티앤씨,298020,KOSPI
엠앤씨솔루션,484870,KOSPI
ESR켄달스퀘어리츠,365550,KOSPI
TIGER CD1년금리액티브(합성),475630,KOSPI
LS에코에너지,229640,KOSPI
다우기술,023590,KOSPI
KODEX 25-12 은행채(AAA)액티브,491080,KOSPI
TIGER 차이나항셍테크,371160,KOSPI
하나 CD금리투자 ETN,700026,KOSPI
한샘,009240,KOSPI
대신증권,003540,KOSPI
롯데칠성,005300,KOSPI
세방전지,004490,KOSPI
빙그레,005180,KOSPI
TIGER TOP10,292150,KOSPI
미래에셋생명,085620,KOSPI
KB발해인프라,415640,KOSPI
TIGER 미국배당다우존스타겟커버드콜2호,458760,KOSPI
롯데정밀화학,004000,KOSPI
태광산업,003240,KOSPI
LX세미콘,108320,KOSPI
동원시스템즈,014820,KOSPI
세아제강지주,003030,KOSPI
SK네트웍스,001740,KOSPI
RISE 미국S&P500,379780,KOSPI
미원상사,002840,KOSPI
SK오션플랜트,100090,KOSPI
1Q 머니마켓액티브,479080,KOSPI
삼성화재우,000815,KOSPI
효성,004800,KOSPI
RISE 미국나스닥100,368590,KOSPI
HS효성첨단소재,298050,KOSPI
TIGER 종합채권(AA-이상)액티브,451540,KOSPI
SOL 조선TOP3플러스,466920,KOSPI
현대지에프홀딩스,005440,KOSPI
동양생명,082640,KOSPI
쿠쿠홀딩스,192400,KOSPI
대상,001680,KOSPI
두산우,000155,KOSPI
KODEX 2차전지산업,305720,KOSPI
SK케미칼,285130,KOSPI
KODEX 25-11 은행채(AA-이상)PLUS액티브,476810,KOSPI
코오롱인더,120110,KOSPI
롯데관광개발,032350,KOSPI
SOL 종합채권(AA-이상)액티브,436140,KOSPI
프레스티지바이오파마,950210,KOSPI
CJ CGV,079160,KOSPI
TIGER 단기통안채,157450,KOSPI
하나투어,039130,KOSPI
LG화학우,051915,KOSPI
DI동일,001530,KOSPI
NICE평가정보,030190,KOSPI
KIWOOM 200TR,294400,KOSPI
솔루엠,248070,KOSPI
미원에스씨,268280,KOSPI
TIGER 2차전지테마,305540,KOSPI
SNT에너지,100840,KOSPI
태영건설,009410,KOSPI
SK디스커버리,006120,KOSPI
한화투자증권,003530,KOSPI
PLUS K방산,449450,KOSPI
GKL,114090,KOSPI
N2 KIS CD금리투자 ETN,550082,KOSPI
NHN,181710,KOSPI
SOL 미국배당다우존스,446720,KOSPI
SNT모티브,064960,KOSPI
교보증권,030610,KOSPI
SOL 초단기채권액티브,469830,KOSPI
ACE 종합채권(AA-이상)KIS액티브,356540,KOSPI
이노션,214320,KOSPI
보령,003850,KOSPI
TIGER 미국30년국채스트립액티브(합성 H),458250,KOSPI
동원F&B,049770,KOSPI
덴티움,145720,KOSPI
KODEX 미국S&P500(H),449180,KOSPI
TIGER 미국나스닥100타겟데일리커버드콜,486290,KOSPI
DL,000210,KOSPI
영풍,000670,KOSPI
대덕전자,353200,KOSPI
전진건설로봇,079900,KOSPI
신한알파리츠,293940,KOSPI
PLUS 고배당주,161510,KOSPI
한화리츠,451800,KOSPI
TIGER 단기채권액티브,272580,KOSPI
KG모빌리티,003620,KOSPI
KODEX Top5PlusTR,315930,KOSPI
케이카,381970,KOSPI
율촌화학,008730,KOSPI
한국단자,025540,KOSPI
TKG휴켐스,069260,KOSPI
미래에셋증권2우B,00680K,KOSPI
녹십자홀딩스,005250,KOSPI
N2 코스피 변동성 매칭형 양매도 ETN,550057,KOSPI
동아쏘시오홀딩스,000640,KOSPI
ACE 미국빅테크TOP7 Plus,465580,KOSPI
세아베스틸지주,001430,KOSPI
키움 CD금리투자 ETN,760009,KOSPI
TIGER 미국달러단기채권액티브,329750,KOSPI
TIGER 리츠부동산인프라,329200,KOSPI
파미셀,005690,KOSPI
금양,001570,KOSPI
HJ중공업,097230,KOSPI
PLUS 200,152100,KOSPI
지역난방공사,071320,KOSPI
KODEX 단기채권,153130,KOSPI
TIGER Fn반도체TOP10,396500,KOSPI
KODEX 미국빅테크10(H),314250,KOSPI
카프로,006380,KOSPI
ACE 미국배당다우존스,402970,KOSPI
유니드,014830,KOSPI
LG전자우,066575,KOSPI
KODEX 국고채30년액티브,439870,KOSPI
KODEX 반도체,091160,KOSPI
풀무원,017810,KOSPI
KG스틸,016380,KOSPI
현대홈쇼핑,057050,KOSPI
KODEX 미국30년국채타겟커버드콜(합성 H),481060,KOSPI
아이에스동서,010780,KOSPI
유안타증권,003470,KOSPI
SK이터닉스,475150,KOSPI
넥센타이어,002350,KOSPI
KODEX MSCI Korea TR,278540,KOSPI
솔루스첨단소재,336370,KOSPI
TIGER 인도니프티50,453870,KOSPI
코스모화학,005420,KOSPI
SNT홀딩스,036530,KOSPI
제주항공,089590,KOSPI
대한유화,006650,KOSPI
제이알글로벌리츠,348950,KOSPI
아세아,002030,KOSPI
KODEX 인버스,114800,KOSPI
케이씨텍,281820,KOSPI
SPC삼립,005610,KOSPI
삼양홀딩스,000070,KOSPI
세진중공업,075580,KOSPI
TCC스틸,002710,KOSPI
KB KIS CD금리투자 ETN,580058,KOSPI
현대그린푸드,453340,KOSPI
PLUS 머니마켓액티브,477050,KOSPI
OCI,456040,KOSPI
JW중외제약,001060,KOSPI
LX홀딩스,383800,KOSPI
KCC글라스,344820,KOSPI
퍼시스,016800,KOSPI
남양유업,003920,KOSPI
TIGER 미국달러SOFR금리액티브(합성),456610,KOSPI
쿠쿠홈시스,284740,KOSPI
세아제강,306200,KOSPI
애경케미칼,161000,KOSPI
삼양사,145990,KOSPI
F&F홀딩스,007700,KOSPI
롯데손해보험,000400,KOSPI
TIGER 우량회사채액티브,438330,KOSPI
KODEX 미국AI전력핵심인프라,487230,KOSPI
KODEX 국고채3년,114260,KOSPI
PI첨단소재,178920,KOSPI
진에어,272450,KOSPI
대한해운,005880,KOSPI
일진하이솔루스,271940,KOSPI
한국쉘석유,002960,KOSPI
KODEX 코스피,226490,KOSPI
화승엔터프라이즈,241590,KOSPI
쏘카,403550,KOSPI
TIGER 200 IT,139260,KOSPI
엠씨넥스,097520,KOSPI
티웨이항공,091810,KOSPI
한일홀딩스,003300,KOSPI
TIGER 테슬라채권혼합Fn,447770,KOSPI
한화손해보험,000370,KOSPI
고려제강,002240,KOSPI
후성,093370,KOSPI
RISE KIS국고채30년Enhanced,385560,KOSPI
한화3우B,00088K,KOSPI
KODEX 미국30년국채액티브(H),484790,KOSPI
바이오노트,377740,KOSPI
TIGER 미국테크TOP10타겟커버드콜,474220,KOSPI
대신증권우,003545,KOSPI
동국제강,460860,KOSPI
KODEX 자동차,091180,KOSPI
한세실업,105630,KOSPI
코람코라이프인프라리츠,357120,KOSPI
KODEX 인도Nifty50,453810,KOSPI
KIWOOM 국고채10년,148070,KOSPI
CJ4우(전환),00104K,KOSPI
DS단석,017860,KOSPI
비에이치,090460,KOSPI
동아에스티,170900,KOSPI
LF,093050,KOSPI
KODEX 미국반도체,390390,KOSPI
TIGER 2차전지소재Fn,462010,KOSPI
E1,017940,KOSPI
신도리코,029530,KOSPI
GS피앤엘,499790,KOSPI
드림텍,192650,KOSPI
명신산업,009900,KOSPI
삼성 레버리지 WTI원유 선물 ETN,530031,KOSPI
풍산홀딩스,005810,KOSPI
ACE 200,105190,KOSPI
아모레퍼시픽우,090435,KOSPI
아세아시멘트,183190,KOSPI
삼성FN리츠,448730,KOSPI
NICE,034310,KOSPI
디아이,003160,KOSPI
지누스,013890,KOSPI
KIWOOM 종합채권(AA-이상)액티브,454780,KOSPI
TIGER 미국S&P500(H),448290,KOSPI
KB스타리츠,432320,KOSPI
맵스리얼티1,094800,KOSPI
KODEX 미국나스닥100(H),449190,KOSPI
현대차증권,001500,KOSPI
TIMEFOLIO 글로벌AI인공지능액티브,456600,KOSPI
KODEX 26-12 회사채(AA-이상)액티브,473290,KOSPI
신풍제약,019170,KOSPI
스틱인베스트먼트,026890,KOSPI
더본코리아,475560,KOSPI
KODEX 200타겟위클리커버드콜,498400,KOSPI
한국금융지주우,071055,KOSPI
SBS,034120,KOSPI
삼천리,004690,KOSPI
흥아해운,003280,KOSPI
대한제강,084010,KOSPI
세아홀딩스,058650,KOSPI
애경산업,018250,KOSPI
TIGER 미국나스닥100커버드콜(합성),441680,KOSPI
KODEX 미국AI테크TOP10타겟커버드콜,483280,KOSPI
영진약품,003520,KOSPI
KODEX 미국배당커버드콜액티브,441640,KOSPI
ACE 미국S&P500채권혼합액티브,438080,KOSPI
사조대림,003960,KOSPI
KIWOOM 200,069660,KOSPI
YG PLUS,037270,KOSPI
HANARO 200,293180,KOSPI
RISE 200위클리커버드콜,475720,KOSPI
HD현대에너지솔루션,322000,KOSPI
TIGER CD금리플러스액티브(합성),499660,KOSPI
현대차3우B,005389,KOSPI
KODEX 미국달러SOFR금리액티브(합성),455030,KOSPI
이아이디,093230,KOSPI
HL홀딩스,060980,KOSPI
신한 레버리지 WTI원유 선물 ETN(H),500019,KOSPI
한전산업,130660,KOSPI
RISE 미국30년국채엔화노출(합성 H),472870,KOSPI
신세계인터내셔날,031430,KOSPI
콜마홀딩스,024720,KOSPI
현대퓨처넷,126560,KOSPI
KODEX 선진국MSCI World,251350,KOSPI
조광피혁,004700,KOSPI
BGF,027410,KOSPI
한섬,020000,KOSPI
신성통상,005390,KOSPI
TIGER 은행고배당플러스TOP10,466940,KOSPI
대상홀딩스,084690,KOSPI
남해화학,025860,KOSPI
삼아알미늄,006110,KOSPI
SGC에너지,005090,KOSPI
KODEX 은행,091170,KOSPI
넥스틸,092790,KOSPI
RISE 단기통안채,196230,KOSPI
제주은행,006220,KOSPI
알테오젠,196170,KOSDAQ
에코프로비엠,247540,KOSDAQ
HLB,028300,KOSDAQ
에코프로,086520,KOSDAQ
레인보우로보틱스,277810,KOSDAQ
클래시스,214150,KOSDAQ
휴젤,145020,KOSDAQ
파마리서치,214450,KOSDAQ
펩트론,087010,KOSDAQ
리가켐바이오,141080,KOSDAQ
삼천당제약,000250,KOSDAQ
에이비엘바이오,298380,KOSDAQ
코오롱티슈진,950160,KOSDAQ
에스엠,041510,KOSDAQ
리노공업,058470,KOSDAQ
실리콘투,257720,KOSDAQ
JYP Ent.,035900,KOSDAQ
펄어비스,263750,KOSDAQ
셀트리온제약,068760,KOSDAQ
HPSP,403870,KOSDAQ
보로노이,310210,KOSDAQ
네이처셀,007390,KOSDAQ
주성엔지니어링,036930,KOSDAQ
파크시스템스,140860,KOSDAQ
신성델타테크,065350,KOSDAQ
에스티팜,237690,KOSDAQ
루닛,328130,KOSDAQ
브이티,018290,KOSDAQ
젬백스,082270,KOSDAQ
동진쎄미켐,005290,KOSDAQ
이오테크닉스,039030,KOSDAQ
씨젠,096530,KOSDAQ
스튜디오드래곤,253450,KOSDAQ
와이지엔터테인먼트,122870,KOSDAQ
솔브레인,357780,KOSDAQ
엔켐,348370,KOSDAQ
메디톡스,086900,KOSDAQ
카페24,042000,KOSDAQ
테크윙,089030,KOSDAQ
케어젠,214370,KOSDAQ
대주전자재료,078600,KOSDAQ
CJ ENM,035760,KOSDAQ
서진시스템,178320,KOSDAQ
고영,098460,KOSDAQ
HK이노엔,195940,KOSDAQ
카카오게임즈,293490,KOSDAQ
ISC,095340,KOSDAQ
메지온,140410,KOSDAQ
디어유,376300,KOSDAQ
원익IPS,240810,KOSDAQ
오스코텍,039200,KOSDAQ
하이젠알앤엠,160190,KOSDAQ
티씨케이,064760,KOSDAQ
비에이치아이,083650,KOSDAQ
SOOP,067160,KOSDAQ
피엔티,137400,KOSDAQ
지아이이노베이션,358570,KOSDAQ
국일제지,078130,KOSDAQ
위메이드,112040,KOSDAQ
제이앤티씨,204270,KOSDAQ
올릭스,226950,KOSDAQ
넥슨게임즈,225570,KOSDAQ
레이크머티리얼즈,281740,KOSDAQ
원텍,336570,KOSDAQ
와이씨,232140,KOSDAQ
동성화인텍,033500,KOSDAQ
유일로보틱스,388720,KOSDAQ
HLB생명과학,067630,KOSDAQ
디앤디파마텍,347850,KOSDAQ
피에스케이홀딩스,031980,KOSDAQ
덕산네오룩스,213420,KOSDAQ
유진테크,084370,KOSDAQ
성광벤드,014620,KOSDAQ
에스에프에이,056190,KOSDAQ
펌텍코리아,251970,KOSDAQ
LS머트리얼즈,417200,KOSDAQ
하나마이크론,067310,KOSDAQ
필옵틱스,161580,KOSDAQ
안랩,053800,KOSDAQ
에스앤에스텍,101490,KOSDAQ
동국제약,086450,KOSDAQ
하림지주,003380,KOSDAQ
HLB테라퓨틱스,115450,KOSDAQ
HLB제약,047920,KOSDAQ
솔브레인홀딩스,036830,KOSDAQ
코나아이,052400,KOSDAQ
나노신소재,121600,KOSDAQ
엠로,058970,KOSDAQ
휴온스글로벌,084110,KOSDAQ
태성,323280,KOSDAQ
아난티,025980,KOSDAQ
현대힘스,460930,KOSDAQ
우리기술투자,041190,KOSDAQ
시노펙스,025320,KOSDAQ
티앤엘,340570,KOSDAQ
코미코,183300,KOSDAQ
LS마린솔루션,060370,KOSDAQ
차바이오텍,085660,KOSDAQ
비츠로셀,082920,KOSDAQ
메가스터디교육,215200,KOSDAQ
인벤티지랩,389470,KOSDAQ
넥스틴,348210,KOSDAQ
에코프로에이치엔,383310,KOSDAQ
씨아이에스,222080,KOSDAQ
태광,023160,KOSDAQ
하나머티리얼즈,166090,KOSDAQ
에스피지,058610,KOSDAQ
비올,335890,KOSDAQ
한글과컴퓨터,030520,KOSDAQ
엘앤씨바이오,290650,KOSDAQ
피에스케이,319660,KOSDAQ
쎄트렉아이,099320,KOSDAQ
네오위즈,095660,KOSDAQ
위메이드맥스,101730,KOSDAQ
현대무벡스,319400,KOSDAQ
코스메카코리아,241710,KOSDAQ
현대바이오,048410,KOSDAQ
컴투스,078340,KOSDAQ
심텍,222800,KOSDAQ
파두,440110,KOSDAQ
바이오플러스,099430,KOSDAQ
제룡전기,033100,KOSDAQ
휴메딕스,200670,KOSDAQ
다우데이타,032190,KOSDAQ
SFA반도체,036540,KOSDAQ
바이넥스,053030,KOSDAQ
포스코엠텍,009520,KOSDAQ
유바이오로직스,206650,KOSDAQ
가온칩스,399720,KOSDAQ
티에스이,131290,KOSDAQ
웹젠,069080,KOSDAQ
로보티즈,108490,KOSDAQ
아이센스,099190,KOSDAQ
이녹스첨단소재,272290,KOSDAQ
삼현,437730,KOSDAQ
두산테스나,131970,KOSDAQ
데브시스터즈,194480,KOSDAQ
바이오다인,314930,KOSDAQ
신라젠,215600,KOSDAQ
아이쓰리시스템,214430,KOSDAQ
코미팜,041960,KOSDAQ
동운아나텍,094170,KOSDAQ
클로봇,466100,KOSDAQ
쏠리드,050890,KOSDAQ
성우하이텍,015750,KOSDAQ
제주반도체,080220,KOSDAQ
원익QnC,074600,KOSDAQ
RFHIC,218410,KOSDAQ
코엔텍,029960,KOSDAQ
인카금융서비스,211050,KOSDAQ
지엔씨에너지,119850,KOSDAQ
콜마비앤에이치,200130,KOSDAQ
인텔리안테크,189300,KOSDAQ
네오셈,253590,KOSDAQ
바이오니아,064550,KOSDAQ
에코앤드림,101360,KOSDAQ
덕산테코피아,317330,KOSDAQ
큐리옥스바이오시스템즈,445680,KOSDAQ
제우스,079370,KOSDAQ
동화기업,025900,KOSDAQ
테스,095610,KOSDAQ
한국기업평가,034950,KOSDAQ
골프존,215000,KOSDAQ
성일하이텍,365340,KOSDAQ
동신건설,025950,KOSDAQ
글로벌텍스프리,204620,KOSDAQ
에스티큐브,052020,KOSDAQ
에프에스티,036810,KOSDAQ
퓨쳐켐,220100,KOSDAQ
바디텍메드,206640,KOSDAQ
서울반도체,046890,KOSDAQ
인화정공,101930,KOSDAQ
솔트룩스,304100,KOSDAQ
케이아이엔엑스,093320,KOSDAQ
서부T&D,006730,KOSDAQ
선익시스템,171090,KOSDAQ
서희건설,035890,KOSDAQ
중앙첨단소재,051980,KOSDAQ
파트론,091700,KOSDAQ
큐로셀,372320,KOSDAQ
한텍,098070,KOSDAQ
큐렉소,060280,KOSDAQ
이엔에프테크놀로지,102710,KOSDAQ
셀바스AI,108860,KOSDAQ
미코,059090,KOSDAQ
아스테라시스,450950,KOSDAQ
유티아이,179900,KOSDAQ
감성코퍼레이션,036620,KOSDAQ
오름테라퓨틱,475830,KOSDAQ
스피어,347700,KOSDAQ
엔젤로보틱스,455900,KOSDAQ
에이프릴바이오,397030,KOSDAQ
지노믹트리,228760,KOSDAQ
칩스앤미디어,094360,KOSDAQ
케이엠더블유,032500,KOSDAQ
클리오,237880,KOSDAQ
씨앤씨인터내셔널,352480,KOSDAQ
휴온스,243070,KOSDAQ
아이패밀리에스씨,114840,KOSDAQ
천보,278280,KOSDAQ
SAMG엔터,419530,KOSDAQ
삼표시멘트,038500,KOSDAQ
하이록코리아,013030,KOSDAQ
갤럭시아머니트리,094480,KOSDAQ
비보존 제약,082800,KOSDAQ
오리엔트정공,065500,KOSDAQ
기가비스,420770,KOSDAQ
켐트로닉스,089010,KOSDAQ
에이직랜드,445090,KOSDAQ
큐리언트,115180,KOSDAQ
예스티,122640,KOSDAQ
인터로조,119610,KOSDAQ
원익홀딩스,030530,KOSDAQ
하림,136480,KOSDAQ
GST,083450,KOSDAQ
에스티아이,039440,KOSDAQ
다원시스,068240,KOSDAQ
마녀공장,439090,KOSDAQ
CMG제약,058820,KOSDAQ
인바디,041830,KOSDAQ
넵튠,217270,KOSDAQ
코오롱생명과학,102940,KOSDAQ
태웅,044490,KOSDAQ
지씨셀,144510,KOSDAQ
넥스트바이오메디컬,389650,KOSDAQ
코난테크놀로지,402030,KOSDAQ
디오,039840,KOSDAQ
필에너지,378340,KOSDAQ
툴젠,199800,KOSDAQ
NHN KCP,060250,KOSDAQ
JTC,950170,KOSDAQ
HLB이노베이션,024850,KOSDAQ
프레스티지바이오로직스,334970,KOSDAQ
노머스,473980,KOSDAQ
원일티엔아이,136150,KOSDAQ
CJ프레시웨이,051500,KOSDAQ
우양에이치씨,101970,KOSDAQ
포바이포,389140,KOSDAQ
더블유씨피,393890,KOSDAQ
삼목에스폼,018310,KOSDAQ
바텍,043150,KOSDAQ
우리기술,032820,KOSDAQ
큐브엔터,182360,KOSDAQ
제이오,418550,KOSDAQ
GRT,900290,KOSDAQ
한국비엔씨,256840,KOSDAQ
듀켐바이오,176750,KOSDAQ
한양이엔지,045100,KOSDAQ
씨메스,475400,KOSDAQ
월덱스,101160,KOSDAQ
메디포스트,078160,KOSDAQ
에스앤디,260970,KOSDAQ
한국정보통신,025770,KOSDAQ
대아티아이,045390,KOSDAQ
매일유업,267980,KOSDAQ
티엑스알로보틱스,484810,KOSDAQ
신성에스티,416180,KOSDAQ
제이브이엠,054950,KOSDAQ
오픈엣지테크놀로지,394280,KOSDAQ
에이치브이엠,295310,KOSDAQ
가비아,079940,KOSDAQ
뉴로메카,348340,KOSDAQ
에이스침대,003800,KOSDAQ
피아이이,452450,KOSDAQ
아주IB투자,027360,KOSDAQ
풍원정밀,371950,KOSDAQ
인탑스,049070,KOSDAQ
유진로봇,056080,KOSDAQ
엠아이텍,179290,KOSDAQ
아이티엠반도체,084850,KOSDAQ
대화제약,067080,KOSDAQ
에스에이엠티,031330,KOSDAQ
슈어소프트테크,298830,KOSDAQ
샘씨엔에스,252990,KOSDAQ
브이엠,089970,KOSDAQ
제테마,216080,KOSDAQ
우주일렉트로,065680,KOSDAQ
석경에이티,357550,KOSDAQ
유진기업,023410,KOSDAQ
토모큐브,475960,KOSDAQ
윤성에프앤씨,372170,KOSDAQ
대명에너지,389260,KOSDAQ
KG에코솔루션,151860,KOSDAQ
AP시스템,265520,KOSDAQ
에코마케팅,230360,KOSDAQ
뷰노,338220,KOSDAQ
프로텍,053610,KOSDAQ
미래에셋벤처투자,100790,KOSDAQ
